0.193,0.197,0.207,0.197,0.201,0.200,0.201,0.198,0.198,0.203,0.196
0.198,0.201,0.198,0.200,0.201,0.200,0.203,0.201,0.203,0.201,0.193
0.190,0.191,0.198,0.196,0.200,0.197,0.201,0.198,0.199,0.204,0.191
0.191,0.200,0.198,0.201,0.197,0.201,0.207,0.197,0.199,0.202,0.192
0.199,0.194,0.197,0.202,0.199,0.202,0.208,0.202,0.198,0.202,0.191
0.199,0.196,0.199,0.207,0.198,0.201,0.203,0.202,0.204,0.210,0.193
0.197,0.195,0.195,0.202,0.194,0.198,0.201,0.196,0.199,0.200,0.192
0.203,0.200,0.197,0.202,0.194,0.196,0.200,0.196,0.196,0.196,0.193
0.207,0.201,0.202,0.207,0.198,0.199,0.203,0.203,0.202,0.201,0.204
0.205,0.197,0.199,0.207,0.197,0.208,0.200,0.200,0.201,0.210,0.203
0.186,0.187,0.209,0.189,0.196,0.183,0.197,0.192,0.194,0.195,0.186
Thickness_Mean, 0.19882796694214874
Thickness_StdDev, 0.0050397788714672135
